order_id,date,customer_id,customer_age,customer_city,product_id,product_category,product_price,quantity,total_price,payment_method
efc148c0-fa1a-41d0-8c64-5052a143388e,2024-05-29,e2f9872a-40ce-41ce-9dc1-56974e4d5ec5,40,Rodrigues,14,Esportes,272.71,4,1090.84,Cartão de Débito
4272c820-f887-4fb8-b07b-28467d8d8889,2024-12-11,5aebec3c-ccef-4429-ae0e-b86e325fc06d,51,Moreira,40,Livros,427.83,2,855.66,Transferência Bancária
d7a733b9-b194-442b-8151-eac109ef14a7,2024-09-30,076961a8-637e-4131-bfcf-0ddeed793238,51,Dias do Sul,14,Esportes,272.71,2,545.42,Cartão de Débito
15a822db-a6df-4bd8-a8e1-86699774b0e2,2024-03-03,5b7268c4-4c95-443b-9f3a-4a70c3fcb42f,26,Martins,30,Beleza,421.37,1,421.37,Pix
3d3f16df-3f62-40dd-bc58-f255e88d9f57,2024-03-03,e2962209-9f03-4d28-9cb9-aa9c44a1fab3,65,Cunha de Minas,38,Beleza,296.32,3,888.96,Pix
9fffaf26-5f60-44a7-bd0c-489be28139b9,2025-01-04,953d0a9e-dab4-4a56-9e31-0f3c21615a8a,30,Moreira,15,Beleza,367.19,2,734.38,Cartão de Débito
2668d628-ee1c-4044-8323-0812d3f27496,2024-05-18,ddae685e-fda0-4370-ac8e-e84fd5c643b3,35,Nogueira,29,Esportes,363.33,3,1089.99,Cartão de Débito
aa66386b-2ab2-4fe5-a643-f267d1af1ee1,2024-04-15,20b8b0c6-062b-458a-9780-3d7aa2154291,49,Peixoto,6,Livros,372.96,4,1491.84,Transferência Bancária
baf134c0-5cd4-4d96-bf45-dcf659f297f9,2025-02-11,c7b62223-5c49-42bb-8763-8dd51b3065e2,30,Ribeiro,31,Eletrônicos,35.3,4,141.2,Boleto
134de1a0-a137-4988-b240-b76d3add5e78,2024-08-11,8fad240a-4f2b-414a-aaac-753a0cd98dd2,63,Santos Grande,4,Livros,242.76,1,242.76,Cartão de Crédito
9527f374-ee20-4d65-bcd8-cda6c6797c3d,2024-07-23,ebc9f5d2-e01e-4fb9-876a-8a61f84f2e8d,19,Carvalho,36,Eletrônicos,189.35,5,946.75,Boleto
2814213b-6d8c-4dc7-beda-2f475ef3a0a0,2024-08-08,4de61dad-5915-4304-b909-085c45795685,25,Caldeira,14,Esportes,272.71,1,272.71,Transferência Bancária
e0b95fa0-c8a7-4c88-b955-972f5e2bc2fc,2024-09-09,a3c78be6-0730-430c-b418-e01a19dc486f,41,da Paz,6,Livros,372.96,4,1491.84,Pix
5c6957b9-9838-4703-988e-ba5cd4301a2f,2024-09-16,97afd9f9-706e-4c9e-8ec4-827fb29e91bf,27,Porto do Oeste,13,Alimentos,12.53,1,12.53,Boleto
5555fb58-98fe-412c-bd7c-4db43f948118,2024-05-30,78759247-be8a-46f1-9cf4-b0f95ffca21c,29,Almeida,9,Roupas,486.11,4,1944.44,Boleto
17b3b394-f33d-4d75-95cc-5efb40dd04b1,2024-07-28,8befa63c-58c3-4b90-a6f2-73c19f841bc7,41,da Luz de Moreira,17,Beleza,223.41,4,893.64,Boleto
b98f6a52-645a-4bdf-8554-0d11e0d098b9,2024-11-09,2e5e96ae-bbaf-4df1-a3d1-22a6e34e07a5,36,Jesus das Flores,8,Alimentos,476.04,3,1428.12,Cartão de Crédito
0f59d038-209e-4746-bcef-735b326548f1,2024-03-09,bea0c5ed-83f1-4970-9c8b-c5a165bc98c2,42,Viana,34,Beleza,192.75,1,192.75,Transferência Bancária
658aa6fa-edbd-4294-8fa0-03029ba97dff,2024-12-19,e1969e98-6cbb-4809-bd6c-aed2320b71d8,18,da Rocha Grande,7,Eletrônicos,112.96,2,225.92,Cartão de Crédito
d051a926-44fd-4a32-a017-77db37ea7c4c,2024-02-29,89840ee2-6184-4525-972e-b49be9ffa047,26,Cardoso,49,Eletrônicos,368.59,2,737.18,Pix
aa27878e-7722-464b-ad67-9a5c9c5ff194,2024-02-28,3e264979-65e2-4495-938b-d77f60a4e91e,55,Moreira,42,Esportes,156.52,1,156.52,Pix
f0ccc845-5f15-45e3-8261-89aa883b0ebb,2024-05-26,f1928b07-55d3-49ab-872d-ac82a6fd828b,52,da Rosa,38,Beleza,296.32,4,1185.28,Cartão de Crédito
74b987a4-74e8-4cb3-9de4-107b715ba767,2024-07-18,652c918d-5cf3-4025-92e4-6864558eec26,63,Araújo do Sul,2,Esportes,244.18,5,1220.9,Pix
737bd38d-0a08-4beb-88bd-71f6720a9c53,2024-08-06,45b71315-f7bd-4336-8775-5c1d745bc7b2,30,da Conceição das Flores,39,Roupas,275.85,2,551.7,Transferência Bancária
84f53266-cd20-48fc-a837-a8a443ef5d94,2024-06-11,e1c669f6-40eb-4881-9003-a826fdb33e45,27,Jesus da Praia,47,Esportes,132.19,3,396.57,Cartão de Débito
0b49bdd6-24f3-48d9-9a75-7f3681972e6b,2024-06-20,f463dd9e-3689-4864-8304-8878c2974449,60,da Cunha das Flores,33,Roupas,203.62,2,407.24,Transferência Bancária
d45cb1a8-c0c4-4d09-9de6-99dacddcfe5d,2025-01-25,233677a9-6a6e-4d1c-8c80-ded8e78974b5,59,Almeida,12,Roupas,498.33,2,996.66,Pix
67f5d1d9-9115-4f75-8a72-f0ddb3d394bc,2024-12-28,97a190e1-5d5a-4db9-b610-4a8eb3324193,35,Duarte de Azevedo,26,Roupas,24.28,3,72.84,Cartão de Débito
517310ed-cc67-4a79-b923-6164b438f1f6,2025-01-19,00a88771-a5ad-45a9-9407-cfce8a6f0b48,19,Monteiro da Prata,46,Beleza,135.55,3,406.65,Boleto
b269608d-bc7d-4888-98e3-9fe5ccc854df,2024-11-20,aaffca28-8755-4ae4-9800-e3fbc808fa8f,33,Barros,23,Esportes,201.01,5,1005.05,Boleto
0c99efc9-7c28-43aa-83e8-89bcbbd9fbdd,2024-09-11,af5cf890-b647-400e-bd67-de54079ab5ed,61,da Conceição,47,Esportes,132.19,5,660.95,Cartão de Crédito
1681a31a-7212-495a-8aee-962cb185349b,2024-06-11,842a88d4-397b-43b3-a054-c654d5424d24,64,da Costa de Caldeira,48,Beleza,103.8,2,207.6,Cartão de Crédito
98074862-35a4-4279-a690-7168ffce5cae,2025-02-11,ef9ef085-c1eb-4227-96cf-0a9fdcf2fdb2,23,Alves de Barbosa,20,Alimentos,53.11,3,159.33,Transferência Bancária
a703b737-d090-45b0-84ed-cc53bb415147,2024-11-06,1255a9c8-adb4-44e3-b5b1-472d6d1eaeac,54,Araújo da Mata,28,Alimentos,165.47,4,661.88,Pix
4601d53d-1039-429d-acde-41dd59d5bc8f,2024-04-29,4246d976-bc83-47c8-be40-67fd63a3bd33,25,Viana de Minas,30,Beleza,421.37,1,421.37,Boleto
871ed60a-24b1-4940-b6e1-ce90f2a46a55,2024-05-29,e529e9da-9e3c-4c6b-8e1e-d07bda1eea0e,25,Nogueira do Galho,1,Alimentos,220.3,1,220.3,Pix
e3fb3050-0e56-4ada-a793-cfddd4236863,2024-07-25,6ad711cd-311f-4361-a3c8-0e3b39cee724,34,Pinto de Goiás,43,Alimentos,255.56,5,1277.8,Transferência Bancária
f2bc5e88-1935-4a84-8486-2938ad63fb5a,2024-07-02,763330f8-0392-4e38-a9d2-917f19b90aa5,36,Cardoso,5,Beleza,16.78,1,16.78,Cartão de Crédito
8215ad20-610f-46f9-bc1d-c9e5f6824f6f,2025-02-16,cf9852e3-66a3-4198-9d0c-4bd95aea04b2,40,Costa,38,Beleza,296.32,2,592.64,Transferência Bancária
e54a2c70-898b-4446-92c4-c8a9d0068d75,2024-06-07,324ebacc-9258-45ec-8f8e-41fe147972a8,18,Duarte do Norte,4,Livros,242.76,5,1213.8,Pix
9dcb9f57-7e29-4dd0-ae00-2300a93529c5,2024-10-05,9c0d65d3-66de-41ff-a2bd-84b6ef8c1c80,41,da Cruz do Campo,18,Roupas,56.53,2,113.06,Boleto
f9c322fd-facb-4a82-9df7-08bf2aeed0dc,2024-04-20,e884e6ac-6149-442d-b606-ca6f821b4645,50,Ribeiro,27,Alimentos,406.38,5,2031.9,Cartão de Débito
96d00c92-8ca0-4bba-aa65-269add114a1c,2024-03-29,420279db-ba27-4b2b-b45e-8428485f45f5,38,Costela de da Conceição,14,Esportes,272.71,3,818.13,Cartão de Débito
ed47264c-790c-4851-8582-82da488c75c9,2024-11-17,aaebf2cb-b158-439d-b38b-100526496a53,55,Ramos do Campo,42,Esportes,156.52,4,626.08,Cartão de Débito
01effd53-aa05-4e2e-b010-cc09da3c9b3a,2024-02-20,7d97babd-02ef-49fe-a6bb-47f792036697,40,Moraes de da Rosa,7,Eletrônicos,112.96,5,564.8,Boleto
4051c88b-9b18-4392-a7fd-33b8a4eaa6ce,2024-11-25,45b25a19-eba3-4dd4-aa28-79f516b25a01,63,Jesus,46,Beleza,135.55,4,542.2,Cartão de Crédito
d4feb394-8e0f-40ef-9789-36b6ecfc9c31,2024-06-09,bf9e9915-30d4-4541-80e9-53a9fc9afbee,60,Viana de da Conceição,45,Livros,467.68,5,2338.4,Cartão de Crédito
6ab92911-d8b3-4638-bb96-e41a8471bdb2,2024-05-28,9f23a079-ffb1-4fa6-a6a1-bf2d99765dd4,65,Souza do Campo,36,Eletrônicos,189.35,4,757.4,Pix
4475892c-5f57-4846-9db5-0e4f0ac666fc,2024-04-05,ec990224-fa2d-47cf-a170-e3b11dab8a84,65,Costa,7,Eletrônicos,112.96,3,338.88,Cartão de Débito
06682779-9c98-4b99-9c43-793620525ecf,2024-05-13,628ae797-9414-4ab7-9f19-93754bbc96b0,40,Jesus da Prata,18,Roupas,56.53,4,226.12,Cartão de Débito
fe3b291b-3fe0-4fa7-a0fa-f44a9db48ec7,2024-03-15,4a6efaae-6b77-42ef-aa9c-47b5c9beb15c,48,Alves Alegre,20,Alimentos,53.11,1,53.11,Transferência Bancária
16dfaba2-bd37-416d-a363-a90e5655ef66,2024-04-07,f85cd86b-970a-4e82-a5c3-cf61c9ab1f1c,51,Farias,43,Alimentos,255.56,5,1277.8,Cartão de Débito
d9f5389c-0064-4927-825f-1c2efce8cb05,2024-03-03,808caf67-2fd4-4731-b666-050a1100ff51,49,Nascimento,32,Livros,214.06,5,1070.3,Boleto
30ae80a8-e5bd-45b5-8fe3-28b7bc25c1fd,2024-05-22,cb4161f7-faee-47d1-b16f-a3d437ef255e,38,Nascimento de Cunha,9,Roupas,486.11,1,486.11,Boleto
c4752b2d-b808-471e-83f1-b8db8b6be749,2024-09-26,acb0cf55-e45e-4b8e-8e6f-35be323a2798,54,Carvalho,26,Roupas,24.28,1,24.28,Cartão de Crédito
cb406cd1-5ef6-414b-b3f5-aa638620c648,2024-04-17,e1e809e4-ad36-4c7e-aea0-5ab775203a2f,35,Barros dos Dourados,6,Livros,372.96,3,1118.88,Cartão de Débito
3fffdffc-c28e-4e49-b3eb-f5f11702736b,2024-12-11,e370df47-686b-48e3-a2a7-77c6304018d4,50,Melo de Araújo,22,Eletrônicos,22.63,4,90.52,Transferência Bancária
c9cf83b3-67f7-46d2-9747-e994340df268,2024-05-24,5c610c9b-38ad-4842-9433-82f3390e631f,30,Gonçalves de Nogueira,17,Beleza,223.41,2,446.82,Transferência Bancária
42258128-1394-4b00-829a-68601c6e9f4d,2024-03-07,0683069e-3168-4e83-89e2-55bbe530b6d4,20,Novaes do Norte,24,Esportes,495.6,3,1486.8,Cartão de Crédito
501f8674-667c-4d6b-b3e2-f808cd16c000,2024-12-30,61b26c55-6a95-454d-81fa-2cf601732ff1,55,Nascimento da Serra,9,Roupas,486.11,1,486.11,Boleto
669f35b5-ffb1-472e-a576-eb939fc2178b,2024-09-24,6ccfd8f3-9c47-4df6-af91-4634e06afcac,61,Sales dos Dourados,47,Esportes,132.19,1,132.19,Transferência Bancária
c843ccd9-03dd-45df-b012-457f91fde227,2024-04-12,47bf74b4-effb-4c29-9cb2-a5897c3388e2,18,Martins,28,Alimentos,165.47,2,330.94,Pix
0b3b422c-d199-495b-836d-723804a197b0,2024-06-03,b667e6a6-ebbf-4168-ac5c-97954ded0bbf,55,Ribeiro de Nunes,45,Livros,467.68,5,2338.4,Transferência Bancária
3b91e745-86d1-49e7-858a-68563731d2f5,2024-08-14,f9b76e4f-644c-49e7-9eb9-1389cbcad75f,22,Novaes,47,Esportes,132.19,5,660.95,Boleto
687fd1d6-13b9-4e29-91cf-a3108c7ea259,2024-08-17,5a9f0b27-b446-404b-b637-617357c1c444,33,Vieira do Norte,49,Eletrônicos,368.59,2,737.18,Pix
fba232a1-4edb-4a3f-8e33-3d4632059953,2024-08-02,0ce2a42c-a106-4586-baf7-f19c8d4727fb,54,Castro do Norte,6,Livros,372.96,2,745.92,Transferência Bancária
1b7e9e3a-2a02-4bcc-901d-8a59a864ddc7,2024-07-09,30f05ccc-53cc-401c-b846-356b01e0b320,27,Teixeira Paulista,35,Esportes,282.62,4,1130.48,Pix
dcb6ad25-bcee-4650-b846-801c046eebe2,2024-05-06,04334b57-30b4-478e-a767-528f82340f9a,48,Dias de Melo,19,Roupas,214.44,1,214.44,Boleto
031b8758-ed4f-4e83-84c5-239c86873548,2024-08-21,030ea484-fe96-4e30-9ff3-e4956ffa95d1,52,Porto de Oliveira,42,Esportes,156.52,4,626.08,Boleto
daf0de63-d65b-439b-a970-729afd13afcc,2024-08-25,23ca747e-922c-42e7-bfc5-fad1c624dd6d,54,Novaes,11,Beleza,116.28,4,465.12,Boleto
c1698557-cf8c-4237-ae66-fea59854bde5,2024-07-22,ebcb897f-938f-4f93-91f8-b78b682af505,23,Alves do Oeste,9,Roupas,486.11,5,2430.55,Pix
1752087a-1cc4-418e-92ef-c92f9ee3cf99,2024-06-10,513b9dd0-fbbf-4e23-b6ae-915d58f9b759,61,Costela do Sul,21,Beleza,28.07,2,56.14,Transferência Bancária
793dbe20-0e5f-4807-8191-8b463b9889ad,2024-11-08,9b181dea-a81e-4bee-8709-5c3a05cd8667,44,Pires de Gonçalves,14,Esportes,272.71,1,272.71,Pix
30a79b8f-0951-4f9c-97b0-db38004540cd,2024-10-18,b07af8e4-1384-40ba-9a1e-0a06cdc63547,21,Azevedo do Oeste,8,Alimentos,476.04,1,476.04,Pix
71508f50-19f3-490c-ad9d-b3f3b539896d,2024-03-28,a0603e86-3901-4e1c-a60d-0ee94546d667,20,Fernandes Verde,47,Esportes,132.19,2,264.38,Cartão de Crédito
2a08bcb9-d28f-4d5b-bde2-b7563749173d,2024-08-19,101bd05a-3769-4b18-a058-7789d6a8d073,28,Nogueira,41,Roupas,74.54,4,298.16,Pix
c6fbf251-0f2c-4e17-88b0-400ec10d1fb2,2025-02-03,ee36190f-aede-432d-8202-6593177f25e8,42,Pinto,5,Beleza,16.78,3,50.34,Cartão de Débito
a5b65292-90b2-4468-8bb0-cec37e544765,2024-08-22,28174eb3-d6ad-4690-bb7f-9ee97e7c68aa,18,Mendes de Rodrigues,4,Livros,242.76,1,242.76,Transferência Bancária
ec95c62c-763c-491c-94cb-51369f569ee4,2024-07-09,0c93b70d-9351-43c4-b99b-fe47596301e8,54,das Neves Verde,31,Eletrônicos,35.3,4,141.2,Cartão de Crédito
f4f00ebd-179d-4907-bd1b-524fa5535063,2024-02-29,c59039ef-da25-45b2-84f6-f53fc22bd2c3,46,Novaes do Galho,7,Eletrônicos,112.96,5,564.8,Pix
4a508ff2-b7f0-47ef-9d6d-852c7bac8739,2024-04-03,02d3653f-d429-47e3-983e-8cd788472121,64,Peixoto,17,Beleza,223.41,4,893.64,Cartão de Débito
3414bda8-ab02-4f70-bae7-11113184bc01,2025-01-16,0d27abee-2c39-46ee-a275-a62d593351ed,22,Sales dos Dourados,16,Roupas,167.91,2,335.82,Cartão de Crédito
c0f48fba-a78e-497f-9ead-4805e6534ca0,2024-03-22,4070bd19-58e9-4f8f-a885-44da1d4ff5cc,45,Farias,39,Roupas,275.85,5,1379.25,Cartão de Crédito
9bf6d3f1-db65-4341-b08e-28f1766a819a,2024-07-07,f8874f49-6162-4786-9c8d-b80e24531c7f,22,Pinto Alegre,47,Esportes,132.19,2,264.38,Transferência Bancária
26469ad9-0517-434e-8976-ceb8af121262,2024-06-21,85781d75-a472-41bc-9791-bb7d9ae45543,27,Santos,45,Livros,467.68,5,2338.4,Pix
ffe1dd94-2c58-4170-ac00-be2b35c62335,2024-06-07,87def9e1-25a4-4cec-8d79-447d700c21d8,45,da Mota,22,Eletrônicos,22.63,3,67.89,Pix
d346df54-23a6-4b7d-856b-0b20a40a2f53,2024-05-30,05e40451-a6ed-4c77-bae5-8a177326ebf3,38,Sales,25,Beleza,349.23,5,1746.15,Boleto
0d8fb5df-6361-4c8d-a549-c85d77a1c60e,2024-11-04,04008ba0-5eeb-4ea0-924e-bb3c976a221e,38,da Costa,50,Esportes,185.85,3,557.55,Boleto
3c192330-fc8a-4cab-919a-3cead237c526,2024-06-30,72ff0a8e-4de1-4610-9adf-8e817a14e116,44,Jesus da Praia,16,Roupas,167.91,4,671.64,Cartão de Crédito
1522e97c-b5c9-432f-809e-f7982567b1ee,2024-10-22,94d1a0b2-f7e1-4eaa-bbb0-16daf6a9b691,48,Moreira,31,Eletrônicos,35.3,4,141.2,Cartão de Débito
18fc787f-e4ac-4021-a284-559ac87f35d3,2024-12-15,b93b6151-716c-459c-a8e4-253ef8496d10,35,Souza,24,Esportes,495.6,3,1486.8,Boleto
23b4055e-0365-4d91-b615-e66dda879deb,2024-03-26,4fe4fac4-8eeb-48d2-81fd-f2bd86795428,34,Santos,17,Beleza,223.41,5,1117.05,Cartão de Débito
6fa609e4-911d-4de4-a03f-c152bcb34d00,2024-08-11,4e71514f-51f9-4344-83c2-4143388d60e4,23,Cavalcanti de Azevedo,44,Eletrônicos,127.27,1,127.27,Pix
5339c721-f2fb-40e3-988b-360733994759,2024-08-04,e1b86b64-294a-46e3-b647-c884b6aac96c,36,Fogaça,28,Alimentos,165.47,2,330.94,Boleto
7ac7eabb-e6d4-49ed-92a2-af6b3bcab578,2024-03-01,e4857327-e57a-49f6-86d6-04ddf3058302,40,Ramos do Norte,25,Beleza,349.23,1,349.23,Pix
e0348699-12ae-4cf8-b098-98dfefab526d,2024-10-28,ab50032c-6db7-4ed0-9c5f-05de995dae15,53,Caldeira,14,Esportes,272.71,3,818.13,Cartão de Crédito
aa6240fb-841b-4dc6-a91c-121f4416ff56,2024-06-17,5e3e8324-f16b-4da2-aa48-690a1f2eaed4,45,Jesus de Correia,34,Beleza,192.75,5,963.75,Cartão de Crédito
2d9ddab1-2743-44fc-9836-0e3ece01b928,2024-08-07,c05320e3-2755-4357-b726-93c9312907b7,53,Caldeira,28,Alimentos,165.47,4,661.88,Boleto
55a1f088-3f1a-46c4-bbb9-235d0a5a3b85,2025-01-22,cb4590cf-6d51-4bea-8acf-7fa29bd7b75c,32,Gomes,3,Livros,425.62,1,425.62,Boleto
6c83f353-97a1-4b53-89f7-29e5b50e20b6,2024-02-26,5810589d-8dfd-4b84-90a8-4a2476a000c5,62,Araújo,32,Livros,214.06,5,1070.3,Pix
43ecdfd9-6094-4489-a1f0-97168930af4c,2024-04-20,9d06529f-f41b-4293-8b1a-1e427f61ee6e,54,Silveira,7,Eletrônicos,112.96,3,338.88,Pix
3654c23e-f01d-455d-b24a-229b395933f7,2024-06-12,9cb46e34-50f2-4c97-8b8b-0042fe8d3861,40,Cavalcanti do Amparo,39,Roupas,275.85,5,1379.25,Cartão de Crédito
4a869bd9-c953-4e4f-98ac-bc3fb7fd33b8,2024-11-14,7d47f8de-7c80-4ced-805a-30a095552d7f,36,Moraes,5,Beleza,16.78,3,50.34,Boleto
5728aaa9-b4d0-4048-8748-77aca122de01,2024-08-10,7c09f95d-cd52-4486-bd62-7576436ebe2f,61,Pereira das Flores,19,Roupas,214.44,5,1072.2,Cartão de Débito
65393fb5-e579-49b5-95d8-1147de246db6,2024-11-13,06db01b5-f92a-4471-9652-57c1efeb3fcb,64,das Neves de Cavalcanti,17,Beleza,223.41,1,223.41,Cartão de Crédito
1142c294-f7f3-438f-96b7-edbf26ffff61,2024-07-17,c669f584-eeb2-439e-bcf3-86b6484e4e5a,55,Silveira,28,Alimentos,165.47,2,330.94,Cartão de Crédito
dae40048-70b5-4710-8372-e1a58fefdb99,2024-12-04,1c406112-2b4c-4474-9e6d-27edd63f3edb,63,Almeida,38,Beleza,296.32,5,1481.6,Pix
ccfa0079-d1a4-4634-b717-bff53e71cb19,2024-12-29,72d629a5-c10c-4b41-aedc-f322bfdd6abf,50,Porto de Minas,29,Esportes,363.33,2,726.66,Pix
e79c2ad5-ad98-49f7-9910-fbfcf76772d3,2025-01-21,ea30a640-15ce-47c6-990d-4e50a2a89131,41,Aragão da Praia,10,Eletrônicos,457.68,3,1373.04,Pix
56b1acd0-1254-495c-8990-5ed067fcecd6,2025-01-10,5c85ce0d-0814-40e5-9261-f6f7f328e7a9,55,Mendes da Praia,22,Eletrônicos,22.63,5,113.15,Transferência Bancária
8762fcf1-bed7-466c-96ca-5b1d099931c9,2024-07-10,7cf7ceae-5a5b-4279-b78b-9a73c6375724,47,Farias,37,Beleza,244.22,1,244.22,Pix
d8b02552-3c84-48e8-a033-ba3e15ecfc21,2024-11-10,6661503d-c4f2-4555-a057-932658965ec2,59,da Rocha do Galho,18,Roupas,56.53,5,282.65,Pix
99c8ae13-d22b-411e-b6c4-8d30be93d0dd,2024-07-25,ba62be5c-38b8-409c-8dfe-588aa6629611,25,Vieira do Amparo,2,Esportes,244.18,1,244.18,Cartão de Débito
f7ed549c-448f-465f-a25c-e15e1cc48a1c,2024-10-05,2c4ec7d1-d4ce-4841-bdf8-c46083bbfe71,52,Jesus de Mendes,10,Eletrônicos,457.68,1,457.68,Boleto
c2a723ce-9174-4321-abad-a24dde678e5e,2024-08-04,c8a21ee0-e577-41d5-82fb-ce0e1f018a01,38,Caldeira,44,Eletrônicos,127.27,5,636.35,Pix
167e048e-b85b-4941-8c93-6227f3c520f6,2025-02-07,02d7c74f-976e-4217-bf8c-6d184d0e9cf0,41,Duarte,25,Beleza,349.23,4,1396.92,Cartão de Débito
4595e43a-7b81-4eb8-97b1-9935aa0bd35e,2024-05-12,61f70825-bce2-4353-a295-19c23027b126,62,Fogaça,43,Alimentos,255.56,4,1022.24,Cartão de Débito
a592c636-9606-4ab4-97e6-2af570dd6ae3,2024-04-11,2c8002ae-a069-4e2c-abed-29e51fdff9f7,65,Almeida,41,Roupas,74.54,2,149.08,Pix
43a0d464-93d3-4ae0-af39-59ff1d61846a,2025-02-14,308dc683-f4d4-4c2f-825d-185d5d821af8,30,Melo,9,Roupas,486.11,2,972.22,Transferência Bancária
